,Unnamed: 0,raw_text,aspectTerms
796,796,This system came loaded with Windows 7 Starter.,"[{'term': 'Windows 7 Starter', 'polarity': 'neutral'}]"
797,797,"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).","[{'term': 'battery life', 'polarity': 'negative'}]"
798,798,The battery gets so HOT it is scary.,"[{'term': 'battery', 'polarity': 'negative'}]"
799,799,Best thing is I can use existing 32 bit old programs.,"[{'term': 'programs', 'polarity': 'positive'}]"
800,800,It's so nice to look at and the keys are easy to type with.,"[{'term': 'keys', 'polarity': 'positive'}, {'term': 'look', 'polarity': 'positive'}]"
801,801,I am forever changed and will no longer buy a Windows based machine for personal use.,"[{'term': 'Windows', 'polarity': 'negative'}]"
802,802,The only thing I would change about it is the mouse keys.,"[{'term': 'mouse keys', 'polarity': 'negative'}]"
803,803,"It is absolutely horrible to use, despite all its so called advanced features.","[{'term': 'features', 'polarity': 'negative'}, {'term': 'use', 'polarity': 'negative'}]"
804,804,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.","[{'term': 'drivers', 'polarity': 'neutral'}, {'term': 'Windows 7 Ultimate', 'polarity': 'neutral'}]"
805,805,I have to keep turning it until it decides to lower and there is no mute.,"[{'term': 'mute', 'polarity': 'negative'}]"
806,806,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,"[{'term': 'color reproduction', 'polarity': 'positive'}]"
807,807,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,"[{'term': 'warranty', 'polarity': 'neutral'}]"
808,808,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,"[{'term': 'use', 'polarity': 'positive'}]"
809,809,"u can do what u want in just few seconds, even to start up your computer takes few seconds.","[{'term': 'start up', 'polarity': 'positive'}]"
810,810,"Also, macbooks come with much more features which are so cool!","[{'term': 'features', 'polarity': 'positive'}]"
811,811,They sent out a Sony 'Certified' technician.,"[{'term': ""Sony 'Certified' technician"", 'polarity': 'neutral'}]"
812,812,They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,"[{'term': 'proprietary software', 'polarity': 'positive'}]"
813,813,Getting the Apple Care plan is a must.,"[{'term': 'Apple Care plan', 'polarity': 'positive'}]"
814,814,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,"[{'term': 'cd drive', 'polarity': 'neutral'}, {'term': 'video games', 'polarity': 'neutral'}]"
815,815,"I am constantly trying to uninstall programs, clean cookies, and delete unused files.","[{'term': 'programs', 'polarity': 'neutral'}]"
816,816,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.","[{'term': 'processor', 'polarity': 'positive'}, {'term': 'memory', 'polarity': 'positive'}, {'term': 'hard drive', 'polarity': 'positive'}, {'term': 'web cam', 'polarity': 'positive'}, {'term': 'screen', 'polarity': 'positive'}, {'term': 'features', 'polarity': 'positive'}]"
817,817,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,"[{'term': 'battery', 'polarity': 'negative'}]"
818,818,The graphics on this computer are also stellar - very clear and vivid.,"[{'term': 'graphics', 'polarity': 'positive'}]"
819,819,"Aside from the trial software and the short battery life, lack of a webcam, its great.","[{'term': 'trial software', 'polarity': 'negative'}, {'term': 'battery life', 'polarity': 'negative'}, {'term': 'webcam', 'polarity': 'negative'}]"
820,820,"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.","[{'term': 'Windows', 'polarity': 'positive'}]"
821,821,I think that if it is the motherboard again so soon that they should replace it.,"[{'term': 'motherboard', 'polarity': 'negative'}]"
822,822,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.","[{'term': 'programs', 'polarity': 'positive'}, {'term': 'loads', 'polarity': 'positive'}]"
823,823,"Graphics are clean and sharp, internet interfaces are seamless.","[{'term': 'Graphics', 'polarity': 'positive'}, {'term': 'internet interfaces', 'polarity': 'positive'}]"
824,824,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!","[{'term': 'black keyboard', 'polarity': 'negative'}]"
825,825,Sony parts reliability and quality of service is recenlty the worst.,"[{'term': 'service', 'polarity': 'negative'}]"
826,826,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.","[{'term': 'software options', 'polarity': 'negative'}, {'term': 'applications', 'polarity': 'negative'}]"
827,827,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","[{'term': 'features', 'polarity': 'neutral'}, {'term': 'functioning', 'polarity': 'neutral'}, {'term': 'programs', 'polarity': 'neutral'}, {'term': 'Office', 'polarity': 'positive'}]"
828,828,It just works flawlessly!,"[{'term': 'works', 'polarity': 'positive'}]"
829,829,"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.","[{'term': 'service center', 'polarity': 'negative'}]"
830,830,I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,"[{'term': 'port', 'polarity': 'negative'}]"
831,831,  also the battery is completely shot.,"[{'term': 'battery', 'polarity': 'negative'}]"
832,832,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,"[{'term': 'cooling system', 'polarity': 'positive'}, {'term': 'grafics card', 'polarity': 'positive'}, {'term': 'LED backlit screen', 'polarity': 'positive'}, {'term': '8GB RAM', 'polarity': 'positive'}]"
833,833,The biggest problem is that the box had no instructions in it.,"[{'term': 'instructions', 'polarity': 'negative'}]"
834,834,"But after using it a couple of weeks, the overall operation is poor.","[{'term': 'operation', 'polarity': 'negative'}]"
835,835,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.","[{'term': 'value', 'polarity': 'positive'}, {'term': 'built', 'polarity': 'positive'}, {'term': 'works', 'polarity': 'positive'}]"
836,836,Screen is crystal clear and the system is very responsive.,"[{'term': 'Screen', 'polarity': 'positive'}, {'term': 'system', 'polarity': 'positive'}]"
837,837,I will stack it up against laptops that cost twice as much any day.,"[{'term': 'cost', 'polarity': 'conflict'}]"
838,838,Or the cursor would show up some place else.,"[{'term': 'cursor', 'polarity': 'negative'}]"
839,839,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,"[{'term': 'software', 'polarity': 'neutral'}, {'term': 'operate', 'polarity': 'positive'}, {'term': 'gadgets', 'polarity': 'neutral'}]"
840,840,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.","[{'term': 'Windows', 'polarity': 'negative'}, {'term': 'hard drive', 'polarity': 'negative'}, {'term': 'disk image', 'polarity': 'negative'}]"
841,841,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!","[{'term': 'track pad', 'polarity': 'positive'}, {'term': 'track pad', 'polarity': 'positive'}]"
842,842,"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.","[{'term': 'disc drive', 'polarity': 'negative'}, {'term': 'drive', 'polarity': 'negative'}, {'term': 'drive', 'polarity': 'neutral'}]"
843,843,"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.","[{'term': 'Appleworks', 'polarity': 'negative'}, {'term': 'word processing program', 'polarity': 'negative'}]"
844,844,I already have a HP laptop I bought last year that's standard size.,"[{'term': 'size', 'polarity': 'neutral'}]"
845,845,Battery is not upgradable to a longer life battery.,"[{'term': 'Battery', 'polarity': 'negative'}, {'term': 'battery', 'polarity': 'negative'}]"
846,846,apple has a reputation and is well known for its easy usage.,"[{'term': 'usage', 'polarity': 'positive'}]"
847,847,Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,"[{'term': 'speaker grill', 'polarity': 'negative'}]"
848,848,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","[{'term': 'MacOSX', 'polarity': 'positive'}, {'term': 'Windows 7', 'polarity': 'positive'}, {'term': 'dual-core', 'polarity': 'neutral'}, {'term': 'quad-core', 'polarity': 'neutral'}, {'term': '22"" Monitor', 'polarity': 'neutral'}]"
849,849,"Love the graphics, awesome programs (including Garageband), and really cool default background.","[{'term': 'graphics', 'polarity': 'positive'}, {'term': 'programs', 'polarity': 'positive'}, {'term': 'Garageband', 'polarity': 'positive'}, {'term': 'default background', 'polarity': 'positive'}]"
850,850,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.","[{'term': 'Screen', 'polarity': 'neutral'}, {'term': 'keyboard', 'polarity': 'neutral'}, {'term': 'screen', 'polarity': 'positive'}, {'term': 'island backlit keyboard', 'polarity': 'positive'}, {'term': 'multi-touch mouse', 'polarity': 'positive'}, {'term': 'mouse', 'polarity': 'neutral'}]"
851,851,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,"[{'term': 'OS', 'polarity': 'conflict'}, {'term': 'Windows', 'polarity': 'neutral'}]"
852,852,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).","[{'term': 'iWork', 'polarity': 'neutral'}, {'term': 'programs', 'polarity': 'neutral'}, {'term': 'Microsoft Office', 'polarity': 'neutral'}, {'term': 'word processing', 'polarity': 'neutral'}, {'term': 'spreadsheets', 'polarity': 'neutral'}, {'term': 'presentations', 'polarity': 'neutral'}]"
