,Unnamed: 0,raw_text,aspectTerms
984,984,The place was real empty but that was because this was the first Sunday they ever opened.,"[{'term': 'place', 'polarity': 'negative'}]"
985,985,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'money', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'conflict'}]"
986,986,"Ambience is delightful, service impeccable.","[{'term': 'Ambience', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
987,987,"Service was excellent, and the AC worked very well too (thank God, it was hot!).","[{'term': 'Service', 'polarity': 'positive'}, {'term': 'AC', 'polarity': 'positive'}]"
988,988,You get the sense that the people there care about their restaurant and about your experience and that is very nice.,"[{'term': 'people', 'polarity': 'positive'}]"
989,989,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.","[{'term': 'cooks', 'polarity': 'positive'}]"
990,990,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,"[{'term': 'sushi rolls', 'polarity': 'positive'}]"
991,991,Although be warned their dinner menu to sit and take out prices are different.,"[{'term': 'prices', 'polarity': 'neutral'}, {'term': 'dinner menu to sit', 'polarity': 'neutral'}, {'term': 'take out', 'polarity': 'neutral'}]"
992,992,"The staff was accomodating, the food was absolutely delicious and the place is lovely.","[{'term': 'staff', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
993,993,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.","[{'term': 'Scallion Pancake', 'polarity': 'positive'}, {'term': 'vegetable juice', 'polarity': 'positive'}, {'term': 'Guizhou Chicken', 'polarity': 'positive'}, {'term': 'Shredded Squid Family Style', 'polarity': 'positive'}, {'term': 'Sichuan Spicy Soft Shell Crab', 'polarity': 'positive'}, {'term': 'Shuizhu Fish', 'polarity': 'positive'}, {'term': 'Sichuan food', 'polarity': 'neutral'}]"
994,994,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,"[{'term': 'spinach mushroom calzone', 'polarity': 'negative'}, {'term': 'canned vegetables', 'polarity': 'negative'}]"
995,995,"To celebrate a birthday, three of us went to Mare anticipating great food.","[{'term': 'food', 'polarity': 'neutral'}]"
996,996,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,"[{'term': 'Blue Point oysters', 'polarity': 'neutral'}, {'term': 'beer', 'polarity': 'neutral'}, {'term': 'glass of wine', 'polarity': 'neutral'}]"
997,997,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,"[{'term': 'noodle dishes', 'polarity': 'positive'}, {'term': 'Green Curry dish', 'polarity': 'negative'}]"
998,998,"But for whatever reason, prices are about twice as high.","[{'term': 'prices', 'polarity': 'negative'}]"
999,999,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,"[{'term': 'service', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]"
1000,1000,Great atmoshere and worth every bit.,"[{'term': 'atmoshere', 'polarity': 'positive'}]"
1001,1001,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!","[{'term': 'spicy tuna roll', 'polarity': 'positive'}, {'term': 'rock shrimp tempura', 'polarity': 'positive'}, {'term': 'appetizer', 'polarity': 'positive'}]"
1002,1002,The staff was knowledgeable and full of personality.,"[{'term': 'staff', 'polarity': 'positive'}]"
1003,1003,Great staff.,"[{'term': 'staff', 'polarity': 'positive'}]"
1004,1004,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!","[{'term': 'cost', 'polarity': 'negative'}, {'term': 'meal', 'polarity': 'neutral'}, {'term': 'seat', 'polarity': 'negative'}]"
1005,1005,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.","[{'term': 'dessert', 'polarity': 'positive'}, {'term': 'White Chocolate Bread Pudding with Gelato and hot chocolate', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}]"
1006,1006,The banana tower is an amazing dessert as well.,"[{'term': 'banana tower', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'positive'}]"
1007,1007,"Excellent atmosphere, delicious dishes good and friendly service.","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
1008,1008,A cool place to hang with your friends for a couple of healthy drinks and desserts.,"[{'term': 'place', 'polarity': 'positive'}, {'term': 'drinks', 'polarity': 'positive'}, {'term': 'desserts', 'polarity': 'positive'}]"
1009,1009,"Great vibe, lots of people.","[{'term': 'vibe', 'polarity': 'positive'}]"
1010,1010,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
1011,1011,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.","[{'term': 'service', 'polarity': 'negative'}, {'term': 'dinner', 'polarity': 'neutral'}, {'term': 'table', 'polarity': 'positive'}]"
1012,1012,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,"[{'term': 'icing on the cake', 'polarity': 'negative'}, {'term': 'tiramisu', 'polarity': 'negative'}]"
1013,1013,Great food and the prices are very reasonable.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
1014,1014,Wine list is not huge but def well selected.,"[{'term': 'Wine list', 'polarity': 'conflict'}]"
1015,1015,"A cool bar with great food, and tons of excellent beer.","[{'term': 'bar', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'beer', 'polarity': 'positive'}]"
1016,1016,"Be sure to try the seasonal, and always delicious, specials.","[{'term': 'specials', 'polarity': 'positive'}]"
1017,1017,The ambience is authentic and relaxing and we have always received attentive and prompt service.,"[{'term': 'ambience', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
1018,1018,"Fresh, authentic, french cuisine in substantial portions.","[{'term': 'french cuisine', 'polarity': 'positive'}, {'term': 'portions', 'polarity': 'positive'}]"
1019,1019,"Drinks got screwed up, she acted put upon.","[{'term': 'Drinks', 'polarity': 'negative'}]"
1020,1020,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,"[{'term': 'vegetarian entree', 'polarity': 'positive'}, {'term': ""Abby's treasure"", 'polarity': 'positive'}, {'term': 'wintermelon', 'polarity': 'positive'}, {'term': 'assortment of fresh mushrooms and vegetables', 'polarity': 'positive'}]"
1021,1021,"At 5 dumplings for $1, you just cannot go wrong.","[{'term': 'dumplings', 'polarity': 'positive'}]"
1022,1022,But the pizza is way to expensive.,"[{'term': 'pizza', 'polarity': 'negative'}]"
1023,1023,"And the staff is also young, energeic and hot!!!!","[{'term': 'staff', 'polarity': 'positive'}]"
1024,1024,"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.","[{'term': 'Steak au Poivre', 'polarity': 'positive'}, {'term': 'Onglet', 'polarity': 'positive'}]"
1025,1025,"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.","[{'term': 'Service', 'polarity': 'conflict'}, {'term': 'prices', 'polarity': 'negative'}, {'term': 'reputation', 'polarity': 'positive'}]"
1026,1026,We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,"[{'term': 'meal', 'polarity': 'positive'}]"
1027,1027,Good drink.,"[{'term': 'drink', 'polarity': 'positive'}]"
1028,1028,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'spinach and corn dumplings', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'bathroom', 'polarity': 'positive'}, {'term': 'massamman curry', 'polarity': 'positive'}]"
1029,1029,We had a girls' night dinner here for restaurant week.,"[{'term': 'dinner', 'polarity': 'neutral'}]"
1030,1030,"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.","[{'term': 'ceiling', 'polarity': 'negative'}, {'term': 'dinner', 'polarity': 'neutral'}]"
1031,1031,My chow fun and chow see was really bland and oily.,"[{'term': 'chow fun and chow see', 'polarity': 'negative'}]"
1032,1032,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!","[{'term': 'table', 'polarity': 'positive'}, {'term': 'reservation', 'polarity': 'positive'}, {'term': 'seated', 'polarity': 'positive'}]"
1033,1033,"we did notice however, that some tables had what looked like pita instead of naan.","[{'term': 'pita', 'polarity': 'negative'}, {'term': 'naan', 'polarity': 'negative'}]"
1034,1034,"I didn't take a look at the rest menu, but the oysters were fantastic.","[{'term': 'menu', 'polarity': 'neutral'}, {'term': 'oysters', 'polarity': 'positive'}]"
1035,1035,The grilled cheese at home afterwards was better.!!,"[{'term': 'grilled cheese', 'polarity': 'positive'}]"
1036,1036,The red sliding doors may be unique but they do not block off the cold air from the outside.,"[{'term': 'doors', 'polarity': 'conflict'}]"
1037,1037,"Great service, great food.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
1038,1038,"The food is expensive, but worth every bite.","[{'term': 'food', 'polarity': 'conflict'}]"
1039,1039,"sometimes i get bad food and bad service, sometimes i get good good and bad service.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}, {'term': 'good', 'polarity': 'positive'}]"
1040,1040,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,"[{'term': 'waitress', 'polarity': 'negative'}, {'term': 'check', 'polarity': 'neutral'}]"
1041,1041,In summer-eat outside on a terrace (another great feature of Suan)!!!,"[{'term': 'terrace', 'polarity': 'positive'}]"
1042,1042,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...","[{'term': 'design', 'polarity': 'positive'}, {'term': 'drinks', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'bar', 'polarity': 'neutral'}]"
1043,1043,We did have to wait at the bar for approx.,"[{'term': 'bar', 'polarity': 'neutral'}]"
1044,1044,"If you love seafood, you would love this place!","[{'term': 'seafood', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
1045,1045,"Good, fast service.","[{'term': 'service', 'polarity': 'positive'}]"
1046,1046,They charge different prices all the time.,"[{'term': 'prices', 'polarity': 'negative'}]"
1047,1047,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.","[{'term': 'service', 'polarity': 'negative'}]"
1048,1048,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.","[{'term': 'cheese', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}]"
1049,1049,"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.","[{'term': 'atmoshere', 'polarity': 'positive'}]"
1050,1050,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,"[{'term': 'Japanese cuisine', 'polarity': 'negative'}]"
1051,1051,"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'appetizers', 'polarity': 'neutral'}]"
1052,1052,Love the Jazz bands on Fri and Sat.,"[{'term': 'Jazz bands', 'polarity': 'positive'}]"
1053,1053,"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.","[{'term': 'hostess', 'polarity': 'positive'}, {'term': 'wait', 'polarity': 'negative'}, {'term': 'table', 'polarity': 'positive'}]"
1054,1054,The servers give you some sample slices of your order while you wait (shortly I might add).,"[{'term': 'servers', 'polarity': 'positive'}]"
